table_schema,table_name,column_name,data_type,is_nullable,column_default,ordinal_position,column_comment
enrichment,hunter_contact,phone_number,character varying,YES,,11,HCT_PHONE: Phone number if available. Format: E.164 or formatted. Example: +1-412-555-1234
enrichment,hunter_contact,confidence_score,integer,YES,,12,HCT_CONFIDENCE: Hunter email confidence score. Format: 0-100. Example: 95
enrichment,hunter_contact,email_type,character varying,YES,,13,HCT_EMAIL_TYPE: Whether email is personal or generic. Format: personal|generic. Example: personal
enrichment,hunter_contact,num_sources,integer,YES,,14,HCT_NUM_SOURCES: Number of sources confirming this email. Format: positive integer. Example: 5
enrichment,hunter_contact,created_at,timestamp without time zone,YES,now(),15,HCT_CREATED_TS: Record creation timestamp. Format: ISO 8601. Example: 2026-02-03T12:00:00Z
enrichment,hunter_contact,contact_embedding,USER-DEFINED,YES,,16,"HCT_EMBEDDING: Semantic embedding for similarity search. Format: OpenAI ada-002 format. Example: [0.1, 0.2, ...]"
enrichment,hunter_contact,title_normalized,character varying,YES,,17,HCT_TITLE_NORM: Normalized job title. Format: standardized title. Example: CEO
enrichment,hunter_contact,seniority_level,character varying,YES,,18,HCT_SENIORITY: Seniority classification. Format: enum: C-Level/Owner|VP|Director|Manager|Senior|Junior|Individual Contributor. Example: C-Level/Owner
enrichment,hunter_contact,department_normalized,character varying,YES,,19,HCT_DEPT_NORM: Normalized department. Format: standardized taxonomy. Example: Executive
enrichment,hunter_contact,is_decision_maker,boolean,YES,false,20,HCT_IS_DM: Whether contact is a decision maker. Format: true/false. Example: true
enrichment,hunter_contact,full_name,character varying,YES,,21,HCT_FULL_NAME: Combined full name. Format: First Last format. Example: John Smith
enrichment,hunter_contact,email_verified,boolean,YES,true,22,HCT_EMAIL_VERIFIED: Hunter verification status. Format: true/false. Example: true
enrichment,hunter_contact,data_quality_score,numeric,YES,,23,HCT_QUALITY: Composite data completeness score. Format: 0.00 to 1.00. Example: 0.92
enrichment,hunter_contact,outreach_priority,integer,YES,,24,HCT_PRIORITY: Computed outreach priority. Format: 1-5 (5=highest). Example: 5
enrichment,hunter_contact,tags,ARRAY,YES,,25,"HCT_TAGS: Custom classification tags. Format: array of strings. Example: [""hot-lead"", ""construction""]"
enrichment,hunter_contact,source,character varying,YES,'hunter'::character varying,26,HCT_SOURCE: Data source system. Format: source identifier. Example: hunter
enrichment,hunter_contact,company_unique_id,character varying,YES,,27,HCT_CT_ID: Link to company_target.company_unique_id. Format: UUID format. Example: a1b2c3d4-...
enrichment,hunter_contact,outreach_id,uuid,YES,,29,HCT_OUTREACH_ID: Link to outreach.outreach.outreach_id. Format: UUID format. Example: a1b2c3d4-...
enrichment,hunter_contact,source_1,text,YES,,30,Source data field: source_1.
enrichment,hunter_contact,source_2,text,YES,,31,Source data field: source_2.
enrichment,hunter_contact,source_3,text,YES,,32,Source data field: source_3.
enrichment,hunter_contact,source_4,text,YES,,33,Source data field: source_4.
enrichment,hunter_contact,source_5,text,YES,,34,Source data field: source_5.
enrichment,hunter_contact,source_6,text,YES,,35,Source data field: source_6.
enrichment,hunter_contact,source_7,text,YES,,36,Source data field: source_7.
enrichment,hunter_contact,source_8,text,YES,,37,Source data field: source_8.
enrichment,hunter_contact,source_9,text,YES,,38,Source data field: source_9.
enrichment,hunter_contact,source_10,text,YES,,39,Source data field: source_10.
enrichment,hunter_contact,source_11,text,YES,,40,Source data field: source_11.
enrichment,hunter_contact,source_12,text,YES,,41,Source data field: source_12.
enrichment,hunter_contact,source_13,text,YES,,42,Source data field: source_13.
enrichment,hunter_contact,source_14,text,YES,,43,Source data field: source_14.
enrichment,hunter_contact,source_15,text,YES,,44,Source data field: source_15.
enrichment,hunter_contact,source_16,text,YES,,45,Source data field: source_16.
enrichment,hunter_contact,source_17,text,YES,,46,Source data field: source_17.
enrichment,hunter_contact,source_18,text,YES,,47,Source data field: source_18.
enrichment,hunter_contact,source_19,text,YES,,48,Source data field: source_19.
enrichment,hunter_contact,source_20,text,YES,,49,Source data field: source_20.
enrichment,hunter_contact,source_21,text,YES,,50,Source data field: source_21.
enrichment,hunter_contact,source_22,text,YES,,51,Source data field: source_22.
enrichment,hunter_contact,source_23,text,YES,,52,Source data field: source_23.
enrichment,hunter_contact,source_24,text,YES,,53,Source data field: source_24.
enrichment,hunter_contact,source_25,text,YES,,54,Source data field: source_25.
enrichment,hunter_contact,source_26,text,YES,,55,Source data field: source_26.
enrichment,hunter_contact,source_27,text,YES,,56,Source data field: source_27.
enrichment,hunter_contact,source_28,text,YES,,57,Source data field: source_28.
enrichment,hunter_contact,source_29,text,YES,,58,Source data field: source_29.
enrichment,hunter_contact,source_30,text,YES,,59,Source data field: source_30.
enrichment,hunter_contact,source_file,character varying,YES,,60,Source data field: source_file.
enrichment,v_column_metadata,table_name,character varying,YES,,1,
enrichment,v_column_metadata,column_name,character varying,YES,,2,
enrichment,v_column_metadata,column_id,character varying,YES,,3,
enrichment,v_column_metadata,data_type,character varying,YES,,4,
enrichment,v_column_metadata,format_pattern,character varying,YES,,5,
enrichment,v_column_metadata,description,text,YES,,6,
enrichment,v_column_metadata,example_value,text,YES,,7,
enrichment,v_column_metadata,is_required,boolean,YES,,8,
enrichment,v_column_metadata,is_pii,boolean,YES,,9,
enrichment,v_column_metadata,ai_usage_hint,text,YES,,10,
enrichment,v_column_metadata,field_status,text,YES,,11,
enrichment,v_hunter_company_sources,domain,character varying,YES,,1,
enrichment,v_hunter_company_sources,organization,character varying,YES,,2,
enrichment,v_hunter_company_sources,outreach_id,uuid,YES,,3,
enrichment,v_hunter_company_sources,source_url,text,YES,,4,
enrichment,v_hunter_company_sources,source_type,text,YES,,5,
enrichment,v_hunter_contact_sources,contact_id,integer,YES,,1,
enrichment,v_hunter_contact_sources,domain,character varying,YES,,2,
enrichment,v_hunter_contact_sources,email,character varying,YES,,3,
enrichment,v_hunter_contact_sources,first_name,character varying,YES,,4,
enrichment,v_hunter_contact_sources,last_name,character varying,YES,,5,
enrichment,v_hunter_contact_sources,job_title,character varying,YES,,6,
enrichment,v_hunter_contact_sources,linkedin_url,character varying,YES,,7,
enrichment,v_hunter_contact_sources,outreach_id,uuid,YES,,8,
enrichment,v_hunter_contact_sources,source_order,integer,YES,,9,
enrichment,v_hunter_contact_sources,source_url,text,YES,,10,
enrichment,v_hunter_sources_by_type,contact_id,integer,YES,,1,
enrichment,v_hunter_sources_by_type,domain,character varying,YES,,2,
enrichment,v_hunter_sources_by_type,email,character varying,YES,,3,
enrichment,v_hunter_sources_by_type,first_name,character varying,YES,,4,
enrichment,v_hunter_sources_by_type,last_name,character varying,YES,,5,
enrichment,v_hunter_sources_by_type,job_title,character varying,YES,,6,
enrichment,v_hunter_sources_by_type,linkedin_url,character varying,YES,,7,
enrichment,v_hunter_sources_by_type,outreach_id,uuid,YES,,8,
enrichment,v_hunter_sources_by_type,source_order,integer,YES,,9,
enrichment,v_hunter_sources_by_type,source_url,text,YES,,10,
enrichment,v_hunter_sources_by_type,source_type,text,YES,,11,
field_monitor,check_log,log_id,uuid,NO,gen_random_uuid(),1,
field_monitor,check_log,url_id,uuid,NO,,2,
field_monitor,check_log,field_name,text,NO,,3,
field_monitor,check_log,checked_at,timestamp with time zone,NO,now(),4,
field_monitor,check_log,old_value,text,YES,,5,
field_monitor,check_log,new_value,text,YES,,6,
field_monitor,check_log,changed,boolean,NO,false,7,
field_monitor,check_log,fetch_duration_ms,integer,NO,0,8,
field_monitor,check_log,parse_duration_ms,integer,NO,0,9,
field_monitor,error_log,error_id,uuid,NO,gen_random_uuid(),1,
field_monitor,error_log,url_id,uuid,NO,,2,
field_monitor,error_log,field_name,text,YES,,3,
field_monitor,error_log,error_type,text,NO,,4,
field_monitor,error_log,error_message,text,NO,,5,
field_monitor,error_log,occurred_at,timestamp with time zone,NO,now(),6,
field_monitor,error_log,resolved_at,timestamp with time zone,YES,,7,
field_monitor,field_state,field_id,uuid,NO,gen_random_uuid(),1,
field_monitor,field_state,url_id,uuid,NO,,2,
field_monitor,field_state,field_name,text,NO,,3,
field_monitor,field_state,current_value,text,YES,,4,
field_monitor,field_state,previous_value,text,YES,,5,
field_monitor,field_state,last_checked_at,timestamp with time zone,YES,,6,
field_monitor,field_state,last_changed_at,timestamp with time zone,YES,,7,
field_monitor,field_state,status,text,NO,'ACTIVE'::text,8,
field_monitor,field_state,promotion_status,text,NO,'DRAFT'::text,9,
field_monitor,field_state,created_at,timestamp with time zone,NO,now(),10,
field_monitor,field_state,updated_at,timestamp with time zone,NO,now(),11,
field_monitor,rate_state,rate_id,uuid,NO,gen_random_uuid(),1,
field_monitor,rate_state,domain,text,NO,,2,
field_monitor,rate_state,window_start,timestamp with time zone,NO,,3,
field_monitor,rate_state,window_end,timestamp with time zone,NO,,4,
field_monitor,rate_state,request_count,integer,NO,0,5,
field_monitor,rate_state,max_requests,integer,NO,60,6,
field_monitor,rate_state,created_at,timestamp with time zone,NO,now(),7,
field_monitor,rate_state,updated_at,timestamp with time zone,NO,now(),8,
field_monitor,url_registry,url_id,uuid,NO,gen_random_uuid(),1,
field_monitor,url_registry,domain,text,NO,,2,
field_monitor,url_registry,path,text,NO,,3,
field_monitor,url_registry,check_interval_minutes,integer,NO,60,4,
field_monitor,url_registry,is_active,boolean,NO,true,5,
field_monitor,url_registry,created_at,timestamp with time zone,NO,now(),6,
field_monitor,url_registry,updated_at,timestamp with time zone,NO,now(),7,
intake,company_raw_intake,id,bigint,NO,nextval('intake.company_raw_intake_id_seq'::regclass),1,Id.
intake,company_raw_intake,company,text,NO,,2,Company.
intake,company_raw_intake,company_name_for_emails,text,YES,,3,Company name for emails. May be NULL.
intake,company_raw_intake,num_employees,integer,YES,,4,Num employees. May be NULL.
intake,company_raw_intake,industry,text,YES,,5,Industry classification.
intake,company_raw_intake,website,text,YES,,6,Website. May be NULL.
intake,company_raw_intake,company_linkedin_url,text,YES,,7,URL for company linkedin.
intake,company_raw_intake,facebook_url,text,YES,,8,URL for facebook.
intake,company_raw_intake,twitter_url,text,YES,,9,URL for twitter.
intake,company_raw_intake,company_street,text,YES,,10,Company street. May be NULL.
intake,company_raw_intake,company_city,text,YES,,11,Company city. May be NULL.
intake,company_raw_intake,company_state,text,YES,,12,Company state. May be NULL.
intake,company_raw_intake,company_country,text,YES,,13,Company country. May be NULL.
intake,company_raw_intake,company_postal_code,text,YES,,14,Company postal code. May be NULL.
intake,company_raw_intake,company_address,text,YES,,15,Company address. May be NULL.
intake,company_raw_intake,company_phone,text,YES,,16,Company phone. May be NULL.
intake,company_raw_intake,sic_codes,text,YES,,17,Sic codes. May be NULL.
intake,company_raw_intake,founded_year,integer,YES,,18,Founded year. May be NULL.
intake,company_raw_intake,created_at,timestamp with time zone,YES,now(),19,Timestamp when this record was created.
intake,company_raw_intake,state_abbrev,text,YES,,20,State abbrev. May be NULL.
intake,company_raw_intake,import_batch_id,text,YES,,21,Unique ID for each CSV/state import (e.g. 20251024-WV-BATCH1)
intake,company_raw_intake,validated,boolean,YES,false,22,True when record passes doctrinal validation checks
intake,company_raw_intake,validation_notes,text,YES,,23,Validation notes. May be NULL.
intake,company_raw_intake,validated_at,timestamp with time zone,YES,,24,Timestamp when validated occurred.
intake,company_raw_intake,validated_by,text,YES,,25,Validated by. May be NULL.
intake,company_raw_intake,enrichment_attempt,integer,YES,0,26,"Counter for enrichment attempts: 0 = not enriched, 1 = first attempt, 2 = second attempt (chronic_bad if still fails)"
intake,company_raw_intake,chronic_bad,boolean,YES,false,27,"TRUE = failed validation 2+ times, needs manual review"
intake,company_raw_intake,last_enriched_at,timestamp without time zone,YES,,28,Timestamp of last enrichment by agent
intake,company_raw_intake,enriched_by,character varying,YES,,29,"Name of agent that performed enrichment (e.g., firecrawl, apify, abacus, claude)"
intake,company_raw_intake,b2_file_path,text,YES,,30,"Path to JSON file in Backblaze B2 storage (e.g., companies_bad/2025-11-18/company_12345.json)"
intake,company_raw_intake,b2_uploaded_at,timestamp without time zone,YES,,31,Timestamp when b2 uploaded occurred.
intake,company_raw_intake,apollo_id,character varying,YES,,32,Universal external anchor key from Apollo.io for enrichment tracking and reconciliation
intake,company_raw_intake,last_hash,character varying,YES,,33,SHA256 hash of company_name + domain + linkedin_url + apollo_id + timestamp for deduplication
intake,company_raw_intake,garage_bay,character varying,YES,,34,Garage 2.0 bay assignment: bay_a (missing fields) or bay_b (contradictions)
intake,company_raw_intake,validation_reasons,text,YES,,35,Comma-separated list of validation failure reasons for tracking and debugging
intake,company_raw_wv,company_unique_id,text,NO,,1,Company identifier. May be UUID (sovereign) or text (Barton ID) depending on table.
intake,company_raw_wv,company_name,text,YES,,2,Company name.
intake,company_raw_wv,domain,text,YES,,3,Company domain (e.g. acme.com). No protocol prefix.
intake,company_raw_wv,website,text,YES,,4,Website. May be NULL.
intake,company_raw_wv,industry,text,YES,,5,Industry classification.
intake,company_raw_wv,employee_count,integer,YES,,6,Approximate employee count.
intake,company_raw_wv,phone,text,YES,,7,Phone number.
intake,company_raw_wv,address,text,YES,,8,Address. May be NULL.
intake,company_raw_wv,city,text,YES,,9,City name.
intake,company_raw_wv,state,text,YES,,10,US state code.
intake,company_raw_wv,zip,text,YES,,11,Zip. May be NULL.
intake,company_raw_wv,created_at,timestamp without time zone,YES,now(),12,Timestamp when this record was created.
intake,people_raw_intake,id,integer,NO,nextval('intake.people_raw_intake_id_seq'::regclass),1,Id.
intake,people_raw_intake,first_name,character varying,YES,,2,Person first name.
intake,people_raw_intake,last_name,character varying,YES,,3,Person last name.
intake,people_raw_intake,full_name,character varying,YES,,4,Person full name.
intake,people_raw_intake,email,character varying,YES,,5,Email address.
intake,people_raw_intake,work_phone,character varying,YES,,6,Work phone. May be NULL.
intake,people_raw_intake,personal_phone,character varying,YES,,7,Personal phone. May be NULL.
intake,people_raw_intake,title,character varying,YES,,8,Job title.
intake,people_raw_intake,seniority,character varying,YES,,9,Seniority. May be NULL.
intake,people_raw_intake,department,character varying,YES,,10,Department. May be NULL.
intake,people_raw_intake,company_name,character varying,YES,,11,Company name.
intake,people_raw_intake,company_unique_id,character varying,YES,,12,Company identifier. May be UUID (sovereign) or text (Barton ID) depending on table.
intake,people_raw_intake,linkedin_url,text,YES,,13,LinkedIn profile URL.
intake,people_raw_intake,twitter_url,text,YES,,14,URL for twitter.
intake,people_raw_intake,facebook_url,text,YES,,15,URL for facebook.
intake,people_raw_intake,bio,text,YES,,16,Bio. May be NULL.
intake,people_raw_intake,skills,ARRAY,YES,,17,Array of skills.
intake,people_raw_intake,education,text,YES,,18,Education. May be NULL.
intake,people_raw_intake,certifications,text,YES,,19,Certifications. May be NULL.
intake,people_raw_intake,city,character varying,YES,,20,City name.
intake,people_raw_intake,state,character varying,YES,,21,US state code.
intake,people_raw_intake,state_abbrev,character varying,YES,,22,State abbrev. May be NULL.
intake,people_raw_intake,country,character varying,YES,,23,Country code.
intake,people_raw_intake,source_system,character varying,YES,,24,Source system identifier.
intake,people_raw_intake,source_record_id,character varying,YES,,25,Original record ID from the source system.
intake,people_raw_intake,import_batch_id,character varying,YES,,26,Identifier for import batch.
intake,people_raw_intake,validated,boolean,YES,false,27,"TRUE = passed validation, ready for promotion. FALSE = failed validation, needs enrichment."
intake,people_raw_intake,validation_notes,text,YES,,28,Validation notes. May be NULL.
intake,people_raw_intake,validated_at,timestamp without time zone,YES,,29,Timestamp when validated occurred.
intake,people_raw_intake,validated_by,character varying,YES,,30,Validated by. May be NULL.
intake,people_raw_intake,enrichment_attempt,integer,YES,0,31,"Counter for enrichment attempts: 0 = not enriched, 1 = first attempt, 2 = second attempt (chronic_bad if still fails)"
intake,people_raw_intake,chronic_bad,boolean,YES,false,32,"TRUE = failed validation 2+ times, needs manual review"
intake,people_raw_intake,last_enriched_at,timestamp without time zone,YES,,33,Timestamp when last enriched occurred.
intake,people_raw_intake,enriched_by,character varying,YES,,34,Enriched by. May be NULL.
intake,people_raw_intake,b2_file_path,text,YES,,35,"Path to JSON file in Backblaze B2 storage (e.g., people_bad/2025-11-18/person_12345.json)"
intake,people_raw_intake,b2_uploaded_at,timestamp without time zone,YES,,36,Timestamp when b2 uploaded occurred.
intake,people_raw_intake,created_at,timestamp without time zone,YES,now(),37,Timestamp when this record was created.
intake,people_raw_intake,updated_at,timestamp without time zone,YES,now(),38,Timestamp of last modification to this record.
intake,people_raw_intake,slot_type,character varying,YES,,39,"Leadership slot type for backfill: CEO, CFO, or HR (NULL for non-backfill records)"
intake,people_raw_intake,backfill_source,character varying,YES,,40,"Backfill trigger source: slot_evaluation, manual, etc. (NULL for non-backfill records)"
intake,people_raw_wv,unique_id,text,NO,,1,Identifier for unique.
intake,people_raw_wv,full_name,text,YES,,2,Person full name.
intake,people_raw_wv,first_name,text,YES,,3,Person first name.
intake,people_raw_wv,last_name,text,YES,,4,Person last name.
intake,people_raw_wv,email,text,YES,,5,Email address.
intake,people_raw_wv,phone,text,YES,,6,Phone number.
intake,people_raw_wv,title,text,YES,,7,Job title.
intake,people_raw_wv,company_name,text,YES,,8,Company name.
intake,people_raw_wv,company_unique_id,text,YES,,9,Company identifier. May be UUID (sovereign) or text (Barton ID) depending on table.
intake,people_raw_wv,linkedin_url,text,YES,,10,LinkedIn profile URL.
intake,people_raw_wv,city,text,YES,,11,City name.
intake,people_raw_wv,state,text,YES,,12,US state code.
intake,people_raw_wv,created_at,timestamp without time zone,YES,now(),13,Timestamp when this record was created.
intake,people_staging,id,integer,NO,nextval('intake.people_staging_id_seq'::regclass),1,Id.
intake,people_staging,source_url_id,uuid,YES,,2,Identifier for source url.
intake,people_staging,company_unique_id,text,NO,,3,Company identifier. May be UUID (sovereign) or text (Barton ID) depending on table.
intake,people_staging,raw_name,text,YES,,4,Name of raw.
intake,people_staging,first_name,character varying,YES,,5,Person first name.
intake,people_staging,last_name,character varying,YES,,6,Person last name.
intake,people_staging,raw_title,text,YES,,7,Raw title. May be NULL.
intake,people_staging,normalized_title,character varying,YES,,8,Normalized title. May be NULL.
intake,people_staging,mapped_slot_type,character varying,YES,,9,Classification type for mapped slot.
intake,people_staging,linkedin_url,character varying,YES,,10,LinkedIn profile URL.
intake,people_staging,email,character varying,YES,,11,Email address.
intake,people_staging,confidence_score,numeric,YES,,12,Confidence score (0-100).
intake,people_staging,status,character varying,YES,'pending'::character varying,13,Current status of this record.
intake,people_staging,created_at,timestamp without time zone,YES,now(),14,Timestamp when this record was created.
intake,people_staging,processed_at,timestamp without time zone,YES,,15,Timestamp when processed occurred.
lcs,message_error,error_id,uuid,NO,gen_random_uuid(),1,
lcs,message_error,sovereign_id,uuid,NO,,2,
lcs,message_error,lcs_id,uuid,YES,,3,
lcs,message_error,source_stage,text,NO,,4,
lcs,message_error,cid,text,YES,,5,
lcs,message_error,error_code,text,NO,,6,
lcs,message_error,payload,jsonb,YES,,7,
lcs,message_error,created_at,timestamp with time zone,NO,now(),8,
lcs,message_ledger,mid,uuid,NO,gen_random_uuid(),1,
lcs,message_ledger,sovereign_id,uuid,NO,,2,
lcs,message_ledger,lcs_id,uuid,NO,,3,
lcs,message_ledger,source_stage,text,NO,,4,
lcs,message_ledger,source_cid_table,text,NO,,5,
lcs,message_ledger,cid,text,NO,,6,
lcs,message_ledger,channel,text,NO,,7,
lcs,message_ledger,provider,text,NO,,8,
lcs,message_ledger,sender_profile_id,uuid,NO,,9,
lcs,message_ledger,payload_hash,text,NO,,10,
lcs,message_ledger,status,text,NO,,11,
lcs,message_ledger,provider_message_id,text,YES,,12,
lcs,message_ledger,attempt_number,integer,NO,1,13,
lcs,message_ledger,ready_at,timestamp with time zone,YES,,14,
lcs,message_ledger,sent_at,timestamp with time zone,YES,,15,
lcs,message_ledger,last_error_at,timestamp with time zone,YES,,16,
lcs,message_ledger,created_at,timestamp with time zone,NO,now(),17,
lcs,message_ledger,updated_at,timestamp with time zone,NO,now(),18,
lcs,sender_profile_registry,sender_profile_id,uuid,NO,gen_random_uuid(),1,
lcs,sender_profile_registry,stage,text,NO,,2,
lcs,sender_profile_registry,channel,text,NO,,3,
lcs,sender_profile_registry,provider,text,NO,,4,
lcs,sender_profile_registry,from_address,text,YES,,5,
lcs,sender_profile_registry,reply_to_address,text,YES,,6,
lcs,sender_profile_registry,display_name,text,YES,,7,
lcs,sender_profile_registry,is_active,boolean,NO,true,8,
lcs,sender_profile_registry,created_at,timestamp with time zone,NO,now(),9,
lcs,sender_profile_registry,updated_at,timestamp with time zone,NO,now(),10,
marketing,marketing_ceo,id,uuid,YES,,1,
marketing,marketing_ceo,external_id,text,YES,,2,
marketing,marketing_ceo,company_id,uuid,YES,,3,
marketing,marketing_ceo,full_name,text,YES,,4,
marketing,marketing_ceo,email,text,YES,,5,
marketing,marketing_ceo,title,text,YES,,6,
marketing,marketing_ceo,persona_type,text,YES,,7,
marketing,marketing_ceo,created_at,timestamp without time zone,YES,,8,
marketing,marketing_cfo,id,uuid,YES,,1,
marketing,marketing_cfo,external_id,text,YES,,2,
marketing,marketing_cfo,company_id,uuid,YES,,3,
marketing,marketing_cfo,full_name,text,YES,,4,
marketing,marketing_cfo,email,text,YES,,5,
marketing,marketing_cfo,title,text,YES,,6,
marketing,marketing_cfo,persona_type,text,YES,,7,
marketing,marketing_cfo,created_at,timestamp without time zone,YES,,8,
marketing,marketing_hr,id,uuid,YES,,1,
marketing,marketing_hr,external_id,text,YES,,2,
marketing,marketing_hr,company_id,uuid,YES,,3,
marketing,marketing_hr,full_name,text,YES,,4,
marketing,marketing_hr,email,text,YES,,5,
marketing,marketing_hr,title,text,YES,,6,
marketing,marketing_hr,persona_type,text,YES,,7,
marketing,marketing_hr,created_at,timestamp without time zone,YES,,8,
marketing,vw_health_crawl_staleness,companies_total,bigint,YES,,1,
marketing,vw_health_crawl_staleness,companies_never_checked,bigint,YES,,2,
marketing,vw_health_crawl_staleness,companies_stale_30d,bigint,YES,,3,
marketing,vw_health_profile_staleness,contacts_total,bigint,YES,,1,
marketing,vw_health_profile_staleness,contacts_never_checked,bigint,YES,,2,
marketing,vw_health_profile_staleness,contacts_stale_30d,bigint,YES,,3,
marketing,vw_queue_sizes,due_company_urls,bigint,YES,,1,
marketing,vw_queue_sizes,due_profile_urls,bigint,YES,,2,
marketing,vw_queue_sizes,due_email_rechecks,bigint,YES,,3,
outreach,appointments,appointment_id,uuid,NO,gen_random_uuid(),1,Unique identifier for this appointment record (UUID format)
outreach,appointments,outreach_id,uuid,YES,,2,Foreign key linking to outreach.outreach table - NULL if company not yet in outreach pipeline
outreach,appointments,domain,character varying,YES,,3,"Company website domain (e.g., acme.com) - used for matching to other tables"
outreach,appointments,prospect_keycode_id,bigint,YES,,4,Original prospect ID from source appointment system
outreach,appointments,appt_number,character varying,YES,,5,Appointment reference number from source system
outreach,appointments,appt_date,date,YES,,6,Date the appointment occurred
outreach,appointments,contact_first_name,character varying,YES,,7,First name of the person we met with
outreach,appointments,contact_last_name,character varying,YES,,8,Last name of the person we met with
outreach,appointments,contact_title,character varying,YES,,9,"Job title of the appointment contact (e.g., HR Manager, CFO)"
outreach,appointments,contact_email,character varying,YES,,10,Email address of the appointment contact
outreach,appointments,contact_phone,character varying,YES,,11,Phone number of the appointment contact (format: area code + number)
outreach,appointments,company_name,character varying,NO,,12,Legal or common name of the company
outreach,appointments,address_1,character varying,YES,,13,Primary street address
outreach,appointments,address_2,character varying,YES,,14,"Secondary address line (suite, floor, etc.)"
outreach,appointments,city,character varying,YES,,15,City name
outreach,appointments,state,character varying,YES,,16,State code (2-letter abbreviation)
outreach,appointments,zip,character varying,YES,,17,ZIP/postal code
outreach,appointments,county,character varying,YES,,18,County name
outreach,appointments,notes,text,YES,,19,Combined appointment notes and Q&A responses from the meeting
outreach,appointments,source_file,character varying,YES,,20,Name of the file this record was imported from
outreach,appointments,created_at,timestamp with time zone,YES,now(),21,Timestamp when this record was created
outreach,appointments,updated_at,timestamp with time zone,YES,now(),22,Timestamp when this record was last updated
outreach,bit_errors,error_id,uuid,NO,gen_random_uuid(),1,Primary key. UUID uniquely identifying this CLS scoring error.
outreach,bit_errors,outreach_id,uuid,YES,,2,FK to outreach.outreach. The company that encountered the CLS scoring error.
outreach,bit_errors,pipeline_stage,character varying,NO,,3,"Pipeline stage where the scoring error occurred (e.g. signal_collection, score_calculation)."
outreach,bit_errors,failure_code,character varying,NO,,4,Structured failure code for programmatic error handling.
outreach,bit_errors,blocking_reason,text,NO,,5,Why this error blocks downstream CLS scoring.
outreach,bit_errors,severity,character varying,NO,'ERROR'::character varying,6,Error severity level.
outreach,bit_errors,retry_allowed,boolean,NO,false,7,DOCTRINE: Always FALSE - errors are terminal
outreach,bit_errors,correlation_id,uuid,YES,,8,UUID linking to the broader operation for audit trail.
outreach,bit_errors,process_id,uuid,YES,,9,UUID of the pipeline process that generated this error.
outreach,bit_errors,raw_input,jsonb,YES,,10,JSONB snapshot of the input data that caused the error.
outreach,bit_errors,stack_trace,text,YES,,11,Python stack trace from the error for debugging.
outreach,bit_errors,created_at,timestamp with time zone,NO,now(),12,Timestamp when error was first recorded.
outreach,bit_errors,error_type,character varying,YES,,13,Error classification type.
outreach,bit_scores,outreach_id,uuid,NO,,1,CTB_CONTRACT: PK - BIT scores keyed by outreach_id
outreach,bit_scores,score,numeric,NO,0,2,"Composite CLS authorization score (0-100). Determines authorization band (0=SILENT, 1=WATCH, 2=EXPLORATORY, 3=TARGETED, 4=ENGAGED, 5=DIRECT)."
outreach,bit_scores,score_tier,character varying,NO,'COLD'::character varying,3,"DOCTRINE: COLD (0-24), WARM (25-49), HOT (50-74), BURNING (75+). Tier bands are LOCKED."
outreach,bit_scores,signal_count,integer,NO,0,4,Total number of distinct movement signals contributing to this score. More signals = higher convergence confidence.
outreach,bit_scores,people_score,numeric,NO,0,5,"Decision Surface domain score component. Derived from People sub-hub signals (executive changes, slot fills). Medium velocity."
outreach,bit_scores,dol_score,numeric,NO,0,6,"Structural Pressure domain score component. Derived from DOL filing signals (cost changes, broker churn, funding shifts). Highest trust. Slow velocity."
outreach,bit_scores,blog_score,numeric,NO,0,7,"Narrative Volatility domain score component. Derived from blog/content signals (news, press, hiring). Lowest trust. Amplifier only — never justifies contact alone."
outreach,bit_scores,talent_flow_score,numeric,NO,0,8,"Talent flow domain score component. Derived from executive movement signals (joins, departures, promotions)."
outreach,bit_scores,last_signal_at,timestamp with time zone,YES,,9,Timestamp of the most recent movement signal that contributed to this score.
outreach,bit_scores,last_scored_at,timestamp with time zone,YES,,10,Timestamp when the CLS score was last recalculated for this company.
outreach,bit_scores,created_at,timestamp with time zone,NO,now(),11,Timestamp when this score record was first created.
outreach,bit_scores,updated_at,timestamp with time zone,NO,now(),12,Timestamp of last score recalculation.
outreach,bit_scores_archive,outreach_id,uuid,NO,,1,DOCTRINE: ONLY valid identity anchor. PK + FK to outreach.outreach. company_unique_id FORBIDDEN.
outreach,bit_scores_archive,score,numeric,NO,0,2,Numeric score value.
outreach,bit_scores_archive,score_tier,character varying,NO,'COLD'::character varying,3,"DOCTRINE: COLD (0-24), WARM (25-49), HOT (50-74), BURNING (75+). Tier bands are LOCKED."
outreach,bit_scores_archive,signal_count,integer,NO,0,4,Number of signals contributing to the score.
outreach,bit_scores_archive,people_score,numeric,NO,0,5,Score for people.
outreach,bit_scores_archive,dol_score,numeric,NO,0,6,Score for dol.
outreach,bit_scores_archive,blog_score,numeric,NO,0,7,Score for blog.
outreach,bit_scores_archive,talent_flow_score,numeric,NO,0,8,Score for talent flow.
outreach,bit_scores_archive,last_signal_at,timestamp with time zone,YES,,9,Timestamp of last signal received.
outreach,bit_scores_archive,last_scored_at,timestamp with time zone,YES,,10,Timestamp of last score calculation.
outreach,bit_scores_archive,created_at,timestamp with time zone,NO,now(),11,Timestamp when this record was created.
